GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
BC048594,6.0991652922,6.086607779,6.2430085062,6.0284815755,6.0951593671,5.9807000613,6.2187443722,6.1968463295
LOC102635661,6.5617820441,6.3983567061,6.5531969808,6.5594976024,6.4864048635,6.6293832792,6.5153517041,6.5672035581
A_55_P2519530,6.3589353906,6.3035528763,6.4665315412,6.3127353219,6.1604823969,6.0554514957,6.4400720513,6.3372031022
Gm31537,6.4028871912,6.5310939298,6.5370571623,6.4194884317,6.6281859887,6.4714866859,6.3947483217,6.4652693287
Gm20276,6.0648085255,6.0737735792,6.0705352104,5.9095482412,5.9599784168,6.0731331533,6.0937160857,6.087239349
Gm35719,6.0219984963,5.9371433219,5.991365986,5.9876047393,5.8715724097,5.7248427027,5.7985937727,5.8822446817
Tram2,9.0412306194,8.4641198383,8.2430813638,8.3854730689,8.5654877323,7.8105366701,7.9989855019,7.8563064654
A230083G16Rik,6.5034501801,6.3607452952,6.329645712,6.5526696593,6.4332935497,6.6491313292,6.5511700206,6.3566268109
Prep,11.5094109195,11.1738219372,12.2255704635,11.7191306151,11.383526926,12.0228016753,12.0037463247,12.1939492139
Khk,11.3946718592,10.9405845986,10.9399006802,11.1030547387,10.9360664744,10.5547756125,10.7421948459,11.1436427831
NAP025077-001,6.2381857214,6.2356672412,6.260401257,6.2939841385,6.2187411223,6.3427481809,6.242720524,6.1903848084
TC1660859,6.1970416855,6.2294903552,7.7154678066,6.2467948309,6.050580231,6.0506769577,6.2462676385,6.1926129614
Lrrc38,6.3045839141,6.3528057857,6.228899789,6.3280388774,6.2851180581,6.3470900968,6.2755184924,6.243749636
Hist3h2bb-ps,6.7049351118,6.6012917616,6.4423458289,6.4066956492,6.5803614508,6.511538902,6.5677800853,6.3909133892
Maf1,11.0468922086,10.9839567191,10.1147281091,10.8941472906,10.8538755593,10.0944281198,10.4304758111,10.7810267461
Foxo1,13.3528212766,13.0632524988,12.0056092556,12.5446740623,11.4828197335,11.7617892319,13.1984061544,12.6581861509
Cyhr1,10.1640415233,9.8596801639,9.898974873,10.0395027723,10.1981030509,9.9011040909,9.8531135527,9.878337053
Gm35095,6.1911634309,6.1207834928,6.0457414529,6.2048674328,6.068769934,6.2777035511,6.1394994429,6.1982659676
Olfr100,6.3484530273,6.3524788543,6.3303622364,6.3036479563,6.485955064,6.4366885791,6.3659856888,6.0782065816
Akirin1,12.6571283109,12.9456596216,12.8291336731,12.6186593537,12.7373364041,12.8371033712,12.729096346,13.0078508259
Fam57b,6.1685966796,6.1662428174,6.1898554747,6.2828375027,6.4665315412,6.0642536854,6.3047091047,6.1083603502
Slc35f3,6.1616484126,6.2602168474,6.0995383135,6.2086275244,6.3238279129,6.386901693,6.312794376,6.2833366802
Zdhhc11,6.2583207538,6.0810523337,6.1977564551,6.2031287985,6.0819165093,6.0971768191,6.1132023226,6.6311994802
Morc1,6.0313830995,6.2580724642,6.1680212948,6.0276779913,6.3093121948,6.2437564362,6.0970661572,6.3572597942
Gm35649,5.9828980468,5.9755209979,6.1382499972,5.9482215155,6.0297604845,6.1481908009,6.0071233212,5.934480513
D19Bwg1357e,10.342537553,10.2739585091,11.1978200837,10.32339819,10.0611047376,11.1801931066,10.7169857595,10.3551255029
Pif1,10.8885994313,11.0170192042,11.4458914657,10.9431915705,11.4997102951,11.7954599684,11.0948726303,11.2299608945
Aco2,14.8096453909,14.1384750351,14.8624207373,14.4114007326,14.3801416671,14.9630054046,15.1247203793,16.2985805153
1700022I11Rik,6.029172009,6.1396844401,6.2038768954,6.0645278852,6.027888231,6.1182992918,6.0867480166,6.0324333572
Kifc1,7.8519655328,7.4988045646,8.5738462817,8.1470732478,8.3976777019,8.4772064208,8.2480481049,8.3642003937
AK083375,8.8615004096,8.9022374813,8.8064704842,8.4912164197,8.4215748493,8.4459574901,8.733968365,9.1968168024
Sult1b1,5.9936746034,6.3580017383,6.0234375937,6.1769532941,6.1835217763,6.0313411091,6.1673310119,6.017756034
B230214O09Rik,8.0176322958,7.4504122811,7.5468169698,7.4094711337,7.3822192688,7.2844184323,7.9623568205,7.4675035039
Pde9a,6.3282854685,6.2408150041,6.2019347606,6.4101116691,6.3421488964,6.7012497697,6.5841887613,6.4802848116
Ntmt1,11.7772572075,11.9932252019,12.0265292678,11.2217402807,11.2633856345,11.9125770355,11.7493409308,11.6271080373
2310039H08Rik,11.8476969387,12.4049510115,11.369224417,12.4243861752,12.0030156603,11.5504570022,11.4199966384,11.6669590937
Rela,15.6794539329,15.832192924,14.9640177524,15.6936804218,15.6139782148,15.0183275043,15.2357615311,14.9587639678
Macrod1,10.6063281146,10.5269804148,9.628010635,10.8381775833,9.9341620789,9.3119226941,10.1659835083,10.1659835083
AK043537,5.8465428201,5.9551766481,5.7730805212,5.9568717422,6.1022995734,6.0721795981,5.7913047603,6.0276779913
A_55_P2583666,6.0847894119,6.2795447056,6.1886765845,6.0167478497,6.0194442376,6.0320662966,6.1721486781,6.0392454041
Zfp750,6.7445517968,6.5387020483,6.9756068808,7.749410882,7.3142339863,7.0377267974,7.3181902897,6.7684780356
Dhtkd1,6.0464813009,6.2374015458,6.2008565878,6.1235649977,6.1400983995,6.0300202699,6.0771680058,6.1002021431
Rph3al,6.5233641872,6.4535168587,6.7154329126,6.4680447536,6.7052235973,7.1725281071,6.6406321899,6.9748572379
Perm1,6.0772738446,6.2837165322,6.3107123156,6.1795476457,6.2345873444,6.0904897106,6.1926748576,6.2021870467
Olfr1106,6.4639598745,6.4032658498,6.4912277999,6.4378851168,6.3391492868,6.4615416562,6.5051383361,6.3473246806
BE647496,6.4411774901,6.62213363,6.2534619373,6.3804670523,6.4589630026,6.4419252882,6.4181980762,6.4831031144
Zfp961,6.4544795488,6.6384692201,6.7701311222,6.5838054967,6.5034000609,6.7241142705,6.6086082559,6.5337045516
Hpse2,6.0886901351,6.2984439919,6.1329030249,6.1197328005,6.3279716203,6.1161384552,6.1089038575,6.0693767052
Brinp1,6.0649741169,6.2957734246,6.1214460781,6.215062562,6.1696170734,6.1298930861,6.1378628719,6.04403574
Dph7,10.6796961029,10.6936379605,10.4354335813,10.338335042,10.1939395361,10.3534548955,10.4803366943,10.5194023488
Ccdc134,11.4017894512,11.4337622563,11.7578352054,11.3988766168,10.9195077324,11.5251710353,11.8135683368,11.3507505443
Cnksr3,8.6110094991,8.3204426391,8.3881725701,9.0155902659,8.5924271728,8.1174446705,8.8358926646,9.3613195531
Ppm1e,6.2181668267,6.1565873943,6.3179805757,6.1004679746,6.170038157,6.199856642,6.3160689865,6.6967280551
F2,6.1015332684,6.3650705735,6.235106296,6.1855073725,6.411073881,6.3634592621,6.101453002,6.1107882161
AK142431,6.3306956891,6.4739218313,6.3854784148,6.2055526712,6.2129502036,6.2461499052,6.2353087926,6.3132797172
Oog1,6.2987405907,6.2338898711,6.5193815873,6.462401476,6.3601596333,6.3963096691,6.711535669,6.3351575625
BB312617,11.7374348319,11.5507378172,12.4920966828,11.484845059,11.1393307688,12.3097755361,12.2777994139,12.7664114908
Vmn1r207-ps,6.1462803943,6.2573018059,6.1280102211,6.1903564917,6.1206566957,6.1270459214,6.26951028,6.1782279583
Helz,11.4364347186,11.4984901542,11.8086736243,11.2075571965,11.0968132061,11.5438347817,11.6893582998,11.810119081
AK146672,15.4859831978,15.3708053568,14.176866987,14.9640177524,14.6840695098,13.8539366426,14.4826004963,14.098138302
BQ944386,7.6114645325,7.1357083732,6.578267745,6.9352987993,6.8577314772,6.604869571,7.3848814103,6.6414914961
Gm29836,6.2013265356,6.1149720877,5.9449018218,6.0333063686,6.0768090713,6.1063303184,6.1628018533,6.1233758492
Ly6g,10.0702770455,10.7367593626,11.4378287293,10.1185533397,10.132841604,11.7942666736,10.1772469097,12.1110174224
Dusp1,11.5122283453,10.5284015494,9.8095081253,12.1073583555,11.5290335967,10.1597964681,11.3796131937,10.578309988
Gm10344,6.9406397148,6.931498038,6.7907950525,6.4510030202,6.6338500364,6.6641550065,6.7048235385,6.6807657363
Trim68,8.7990666777,9.2762398803,9.0184089909,9.4006125371,9.2868958633,9.0889306998,8.9356505789,8.9578910119
Trap1,11.7124248139,10.7671137329,12.0273047512,11.2895975065,10.9653530395,11.8997680391,12.0895989469,11.870941106
Iqgap3,6.1652161466,6.2352424944,6.7069528755,6.4679958382,6.9163457021,6.4266011575,6.49409737,6.5782059943
Zfp935,8.5133538457,8.4098766813,8.5385087108,8.5953503345,8.3428629847,8.4527017937,8.7864037351,8.7403218043
Trim72,6.5129434968,6.3769628513,6.5088380074,6.5845580011,6.4628169246,6.5406707302,6.3814733159,6.5011550219
Gm31343,6.2160227515,6.1698288149,6.3522083531,6.0618158486,6.010189392,6.1868411925,6.234820131,6.275134933
Gm2800,6.3035136792,6.2469710776,6.3640057502,6.2975788804,6.3879854972,6.2757901293,6.3041379918,6.3550253487
Gca,6.2879930997,6.3580955395,6.4985158214,6.4960506471,6.5242171605,6.4600507757,6.3233614482,6.5374834345
Dmrt1,6.029172009,6.1926748576,6.0857422654,5.97818681,6.0783865163,6.0426830317,6.1657423068,6.3261968514
Chmp4c,6.1878628876,6.0237311457,6.1335202879,6.0325907838,6.0733106262,6.1136532353,6.0204646381,6.0131599085
Hesx1,6.4744050541,6.3475860374,6.6731916241,6.6063841862,6.6997361762,6.8601204657,6.6038452929,6.9904866793
Ccdc154,6.3155966827,6.8164409922,6.2607467587,6.7765173176,6.9289752632,6.5616821704,6.4894393124,6.3902094803
Cd248,6.9133601212,6.735707732,7.1396518526,6.671522956,6.8223626262,7.0783001909,7.0996747299,7.4636130644
BG083441,6.1647921648,6.3157891215,6.1082641686,6.3422163994,6.1371173444,6.2053158197,6.1908313293,5.9957326255
Map3k4,12.7935158613,12.4383171508,11.9959302176,11.8508118094,11.9165859338,12.2753930297,13.3307271542,12.4806454913
Tcta,7.7734108163,8.3844190844,7.7602083949,8.5435004224,8.4296679616,7.9053804656,7.7783495773,8.0916349592
Gm30644,6.0015900648,6.0546287723,6.0615967434,5.9935308606,5.9643449729,6.2307928438,5.9791725597,6.0076214558
Ccdc141,6.3017915597,6.3833353328,6.3307165357,6.4764655853,6.4770394563,6.5177137361,6.3445621892,6.3180024421
Tlk2,10.098883688,10.1341962999,9.9537849365,10.0498610809,10.190487142,10.1954370376,9.9359324442,9.7194509555
0610037L13Rik,12.2342613989,11.8571383108,12.0181832966,12.2625995835,11.8618751878,11.9773712653,12.1065808532,12.0931718618
Asah2,6.0255774564,6.0368136055,6.1800499,6.2405438568,6.2157798383,6.3517619303,6.1614245514,6.1882482934
Gm10623,5.950852449,5.9679853951,5.9237581032,5.9684152377,5.991271825,6.2820767389,5.9704032515,6.0377189583
Ndp,6.4599767683,6.4053256425,6.3958468863,6.280577547,6.3206393866,6.4403749744,6.5821683923,6.4811537479
2900008C10Rik,10.8683581562,10.8216642308,10.3901152863,10.0400795643,10.5443645327,10.3876248937,10.6068431664,10.162766209
Kirrel,6.0953081421,6.0290468463,6.1818421082,6.2351773511,6.0454779216,6.2061030404,6.0662964361,6.1306998014
Tuft1,10.3052107788,10.280991373,10.0028873543,10.3018171242,10.5560697847,10.0449387012,9.9660513158,8.8828245386
4933427D14Rik,11.6802271744,11.5873671889,11.8305494289,11.6057882125,11.89711888,11.8910560042,11.6334883278,11.8697393918
Rprl1,7.1280724913,7.3115763933,7.888540657,7.432363341,7.2563377821,7.6699571447,7.4764998982,7.6130589913
B230217C12Rik,7.2973100509,7.8221714627,8.1793727553,8.3774848817,8.4174224316,8.0253400907,7.2143558024,7.4810975106
Lpar6,8.9590190056,8.770659199,8.4546947677,9.6580690178,9.5542260764,9.1266548927,9.5615174623,10.2052146737
LOC102637129,11.9855362306,12.5640119099,12.6486653525,13.2132551588,13.4239816933,13.1370689603,12.1536072744,12.7772278258
AK034770,6.1082226277,6.2414072506,6.025502677,5.9263003934,6.0924283084,5.9419770343,6.0413738222,6.0725488142
Htr2a,6.3613081061,6.3829036769,6.3756312655,6.4007739253,6.4077940868,6.5891472669,6.432484934,6.3893496702
Krt86,8.298232166,7.9790614685,8.6417230046,7.7729067202,7.6493775124,8.538950016,8.9371519927,8.9034542676
AK052925,7.5863554685,7.4291417443,7.6479395526,7.577720658,7.4396647455,7.5758940881,7.657139658,7.8625940307
Ankrd33,6.2579152559,6.1728688445,6.1465662153,6.4382317106,6.4764977049,6.1817567379,6.1173444949,6.053078791
A_55_P2724679,6.213691821,6.0794702406,6.1620002304,6.3428214097,6.2492340772,5.9912010625,6.0799511801,6.1787172742
BG242401,8.049001439,7.9140778827,8.0441562628,7.982753964,7.934740968,8.0214217698,8.0925889745,8.2046309306
Exoc3l,6.6294121528,6.8666446294,7.0812977869,7.084730061,7.1680118304,7.1104584263,7.3338664231,7.5492780162
Trappc6b,12.1497006128,12.3018199492,12.2396856687,12.3307685119,12.3316820172,12.3753203243,12.1730994226,11.9481979162
Ttc37,6.8138224889,6.7993830978,7.8063168228,7.0054259613,6.7198064177,7.6599168637,7.2941179034,7.2978566175
Nomo1,13.5737869963,13.1208798796,14.2425082851,13.4692140823,13.4425441954,14.1384750351,13.8691070612,13.2991755722
Trim23,7.2760879033,7.2219789745,7.1099059341,7.3032504857,7.2236571783,7.2995334576,7.1300975239,6.9996191012
Zbtb8b,6.1547878659,6.152451919,6.3309207526,6.1974030172,6.1745091479,6.3580955395,6.1488899193,6.2635998775
Olfr1333,6.0999735148,6.2189330113,6.4068920726,6.1036274376,6.3115007671,6.0445667579,6.2171684645,6.4859441829
Ofd1,11.8216529167,11.592642526,11.2176778395,11.9794772904,11.662860863,11.2496776649,11.20867533,11.7298112577
BM217965,6.3359640238,6.2911905872,6.3618869735,6.251572274,6.1586120755,6.368320323,6.3407826714,6.1977658658
Gm38635,6.4869359182,6.459902446,6.4808529574,6.52905526,6.5065784999,6.4200759171,6.4629499068,6.3763625503
Cpd,11.1016410997,10.9216974459,10.4524924955,10.3933280119,9.9447509238,9.8691652278,11.2136609852,11.045120824
Nobox,6.1865858667,6.828007123,6.3332545339,6.151973415,6.1139058249,6.1849400902,6.0735401688,6.2857814097
Vmn1r29,5.9966667169,6.0222238406,6.0848205942,6.0195040771,6.036116658,6.1252970763,6.0599841481,6.0176697132
Dusp18,5.9977515444,6.0714534725,6.2980107248,6.2341357151,6.3497359207,6.5767370136,6.1944812914,6.0187627506
Cebpg,10.6068431664,10.5137433052,9.8897851666,11.3176807202,10.6563340617,9.9048180495,10.6008324704,10.0638872934
CA464115,6.1643813177,6.439912444,6.627434442,6.2275912732,6.5050235573,6.4665235533,6.1210439865,6.4113878499
9530002B09Rik,6.1199170755,6.0472949114,6.2127872586,6.0190153599,6.3111621796,6.2888336912,6.1083283265,6.0445667579
Acsl4,12.7199145531,12.8706475641,12.0321619594,11.2377413456,11.1816261104,11.6911770676,11.9398174046,11.6224624917
Prl2a1,6.0868419665,6.0763038161,6.083609125,6.0213646002,6.0722031099,6.0488649472,6.0870105,6.1894675229
Trappc11,7.0636146755,6.7641850485,6.7531418397,6.5981118111,6.5580085651,6.8100479315,6.7892474331,6.8032512573
Kdsr,6.2446477855,6.0664761172,6.1221234021,6.1261362096,6.0785144338,6.1999618842,6.0192714537,6.141772686
Rag2,6.0941793946,6.0055768713,5.9688602539,6.0867670536,6.0261632742,6.023780669,6.1292135364,6.0332903482
Klk1b22,6.5367040543,6.6007781878,6.5588197619,6.5702502032,6.6960259777,6.4842195053,6.7710100373,6.5633851125
Gm1720,6.1364587644,6.049047904,6.3243227644,6.0793524628,6.0634140366,6.1604484864,5.982605199,6.0355349893
Sdf2,14.6507257331,14.8377040284,13.9550227376,14.7371870707,14.9785911842,14.1592420617,14.3662735381,13.8131437156
BX527879,6.0545697062,6.2401612519,6.2365688442,6.2066402987,6.2906542581,6.357474281,6.1023995062,6.257932834
Pnpla8,10.6836918965,10.8938937649,10.3132379699,11.0084253133,10.9447101034,10.4580394739,10.3368901405,10.0237094696
Gopc,10.0551140297,9.9573028456,9.6062767552,9.683149021,9.5912349858,9.654037591,10.4921073284,9.9743917942
Atg14,10.0185813359,10.5805641279,9.1743547897,9.8948790569,9.7111708987,8.968346925,9.3691642421,9.5483396873
Clasp1,10.9036628532,10.9531403209,11.6271080373,10.8026552677,11.1293993519,11.4297810594,11.5707043597,11.332005858
BU787352,6.2852740537,6.2057354051,6.2868992302,6.3200946919,6.2384650807,6.2138963099,6.2223623116,6.180799563
Tada1,11.3493591639,11.0669778888,11.2803114712,11.1449282798,11.0177864702,11.2205579828,11.369224417,11.5259083501
Npm1,15.5203952673,15.6478289762,15.2549007643,15.0122065729,14.5654468389,15.1080725166,15.1450542998,14.472094705
Trim42,6.611446764,6.6381585439,6.2870300181,6.5700758314,6.6249272197,6.3103659652,6.3658177956,6.4620975057
Bmp1,8.0266928741,7.7734108163,8.2023473279,7.7690461511,9.1874646163,8.8327725978,8.6114670688,7.6499167223
Gm32960,6.1107882161,6.0848084072,6.0830749011,6.1940954444,6.1626250174,6.0885918625,6.1300516066,6.207962531
Rhod,7.1060863177,7.3804497435,7.9853617642,7.6257712415,7.4689099331,7.7053717947,7.5610031267,6.9769956532
Gm715,6.0969256875,6.2200686754,6.1524755257,6.104786144,6.3714231961,6.3168352968,6.0931780164,6.1214703548
4930503O07Rik,6.0189499896,6.0550140214,6.2118668781,6.0602139915,6.1267024865,6.1483563418,5.9137125619,6.1760017897
LOC102636792,6.3918463774,6.6240169873,6.1513543645,6.2256856603,6.2590415121,6.2237664518,6.3714466171,6.6959160312
Ccdc8,6.0237732516,6.0641325557,5.9167817317,6.0574567621,6.2280173795,6.4541905504,6.1165595701,6.2193910394
Gm30123,6.1746464867,6.1034042793,6.116956501,6.1511243452,6.2396534687,6.0732905374,6.0688772458,6.0338446216
A_55_P2130839,7.3588043456,7.5703507472,7.582018578,7.3626147941,7.2733153093,7.653649094,7.3295337523,7.226911994
Zfp652,12.4575385472,12.5033347151,12.1426570142,12.4565933735,12.2073218372,12.1508523019,12.1952595343,12.2951559724
4930473A02Rik,6.2037908715,6.0944942377,6.1099424068,6.1471174656,6.1766535293,6.0241723918,6.1825339665,6.0574129462
Ube2q1,11.5757957106,11.8994384531,12.0212223559,11.6941144947,12.1189898004,11.8844052957,11.6151474054,11.7904317679
Urb2,8.7840628785,9.1854700188,9.8571432267,8.7544622089,8.8817856176,9.7660833535,8.9716299456,9.2282415153
Mtcl1,6.2949380491,6.1821339704,6.0703324008,6.383174512,6.1438189814,6.2510717622,6.2900472191,6.1392750647
Gm1715,7.0176732597,7.1374925091,6.9611333533,6.9769956532,7.0526126702,7.2264479104,6.8289418499,7.1269569308
5430421N21Rik,9.2291954837,8.9043797349,7.959435962,8.7583077662,8.1864035366,7.8817429101,9.0762957095,8.9396145408
Ube2v2,12.4255907364,12.4782399043,13.2863422102,12.7598969916,12.5861738972,13.275357018,13.1039322694,12.6700957382
Dgkz,14.3919172862,14.3873751181,14.0583394383,14.6745607609,14.6494812707,14.0669454722,14.3282008295,14.6319372041
Serpini2,5.9659770658,5.9698661469,6.1588419838,6.0441555433,6.0296862447,6.2814184813,6.0326672984,6.0679602142
NAP092475-001,17.0314887789,17.3814538754,17.4589506829,17.3668455543,17.374424105,17.3277361598,17.4143976191,17.5569812104
Slx4ip,6.1300732153,6.4148697766,6.4084866943,6.3624114119,6.9343773976,6.563751734,6.0421775117,6.070301519
Stard10,9.4860727385,10.1294811484,9.730386415,10.2494500526,10.1239046005,9.8733631661,10.0596182209,9.4452531486
Cecr5,6.3469916592,6.3095715491,6.223297962,6.4627769172,6.3307452619,6.2525700618,6.4562016492,6.4975543758
NAP112345-1,9.3306914942,9.3858512901,9.3575384051,9.363072297,9.0850500426,9.1874646163,9.1482362066,9.2544382291
Tmed6,6.21289792,6.271343585,6.1909373938,6.1120129887,6.1529172929,6.156003248,6.0643158794,6.1169090458
Cdc23,11.0772815363,11.0117717902,11.5048610064,11.346637479,11.2373410233,11.5929762599,11.4283586385,11.3606725569
Pi4k2a,13.256807532,13.688955856,13.4464691894,13.3834266554,13.40800061,13.2621075787,13.2229085434,13.3512920667
Fam212a,10.1668790509,10.0446092356,10.1289940851,10.0270735903,10.1062947806,10.1605072933,10.1203985098,9.8914580923
Nlgn1,6.0218681861,6.0581188978,5.9503070143,6.0681762731,6.0245443398,6.1167118536,6.167021707,6.0812996583
Napg,6.7558027594,6.4694854888,6.1387497351,6.2315364854,6.2085641693,6.1041332969,6.4572374428,6.1897151047
Tex38,6.1295960318,6.4465825253,6.5497156779,6.4873004217,6.6425335661,6.3757916688,6.3335469308,6.512831487
Pdcd4,12.4122313453,12.6358713914,12.2643099378,12.5466534851,12.5217533325,11.8529057664,12.4356158696,12.5746348835
Gm31534,6.2317367931,6.31798762,6.3098803825,6.1104854656,6.1576559536,6.2086132977,6.2046881198,6.1663822664
AK034886,6.1144185982,6.0398438744,6.2059602149,6.1920307941,6.0314358154,6.1367479892,6.2137007559,6.1504400099
Syce2,13.7885278047,13.9072682071,13.2307825777,13.0087881691,12.9333770244,13.0909221488,13.5686279748,13.2785197005
Kcnt1,6.0967813836,6.3105103195,6.0965255869,6.2601725829,6.2675316178,6.1228132097,6.2459690132,6.2229248225
Mrpl54,13.689778559,13.4086017013,13.4971653633,13.5350068647,13.5469870628,13.4407529398,13.4271426479,13.5563699089
Pcdhga1,6.2698798108,6.1646431874,6.1480114179,6.1212536489,6.0998749937,6.1086031373,6.2450345025,6.0016119713
Plk5,7.4196918169,7.2184355683,7.2888331297,8.1731373898,7.4575650992,6.9611333533,7.8722548199,7.1398344887
Efna4,7.1457875053,7.1774879031,7.3793656539,6.9015071208,6.9151243603,7.0518343109,7.3050539916,7.3891185651
Kdm2b,13.7054854874,13.5974587356,14.0530326793,14.2189349443,14.9057201946,14.3643145879,14.0136918965,13.7372438555
Gpn2,10.7826765187,11.0573594278,11.1724968525,10.7717889055,10.8443700588,11.2011938534,11.1080191092,10.4432494261
March4,6.0849161328,5.859832825,6.1364851694,6.1532654218,5.9940069316,6.0999801471,6.0523687663,6.0851658659
Larp6,6.9647388605,6.814196677,6.7656978464,7.2261654641,7.1352870318,6.9169254344,7.0417929939,6.592016533
Gm17215,6.1259636502,6.0225858527,6.0669062462,5.925991297,6.1719036252,6.1150246572,6.0705258629,5.9301732095
Defa2,6.1891398304,6.1745640431,6.1224956369,6.1582488355,6.1328978512,6.3952992353,6.1320758152,6.2157163401
Fam102a,14.4986917804,14.858396263,13.1771734045,13.853097893,13.4335600469,13.2609751506,13.7638319015,15.4222384169
4933421O10Rik,7.1259650483,7.1656068177,6.5674519843,7.6921403432,7.2313355753,6.616713433,6.9080653286,6.6265248307
E430024P14Rik,6.7955469283,7.1534393946,7.2834033699,7.2444542137,7.2861726376,7.6221301571,7.0024756957,6.5029707911
Gm13274,6.4532493686,6.5997082913,6.5332151747,6.4169580412,6.6649924318,6.3934776586,6.3874894158,6.4275478145
A430090L17Rik,5.7327469957,5.7560685319,5.808214245,6.0921742034,6.1338613451,6.0709808018,5.8682349976,5.9712154106
Lrrc14,8.024757066,8.5647975254,8.4038498323,8.1929670807,8.3059790132,8.0723707068,7.999639014,8.1943742125
C78197,6.2407715535,6.2214950571,6.3401622376,6.2097622835,6.1996087083,6.1527637439,6.2684858782,6.20999756
Xcr1,6.301216411,6.211748061,6.3566667969,6.2237664518,6.2211190461,6.2643056383,6.3280099825,6.2518624176
A_55_P2577378,5.9795469803,6.4139588407,6.4291980811,6.2631897604,6.2524695497,6.1787981239,6.2682472185,6.3651733659
Slc38a7,8.6375552404,8.4631285784,8.5647975254,8.9396145408,9.0915005277,8.5004614128,8.5698411477,8.2678000312
Ube2n,14.0591054077,14.1007999073,14.8166524839,13.908170054,14.1217493069,14.882823263,14.4064528946,14.5663934302
Vax2,10.8780941163,10.6801044798,11.2654053256,10.9965243403,10.9301789391,11.244071495,11.7701859844,11.3108549242
Gm13749,6.1186026884,6.0887442404,5.8266638129,5.9913223433,6.0683831583,5.853011293,5.9946342944,6.0089850929
Clca4c-ps,6.2078808439,6.3054885989,6.1076865602,6.3315161104,6.1671087399,6.4048082906,6.1092439821,6.2244707054
Pex19,10.4021674639,10.3054882688,11.0927143223,10.408454293,10.7972735984,11.0901800813,10.9500229241,10.6859724713
Fgf11,6.961093875,6.8792281732,6.7914316967,6.9971347249,6.8500634742,6.9469365638,6.8337457951,6.8748836173
Gm16068,6.3410854225,6.270082153,6.1866050853,6.3102385895,6.2667244255,6.3112134274,6.1776055629,6.2318352082
2010001K21Rik,6.2531702786,6.1644077274,6.1584570677,6.1007502904,6.1745514459,6.4046807803,6.0365503223,6.0263207458
1700041M05Rik,6.2820427296,6.141814943,6.3550701925,6.2166393496,6.17244149,6.1335718237,6.2399509366,6.2315002106
AA986860,6.9003420931,7.1577938656,7.0768434978,6.8777585805,7.0031269181,7.0071146546,6.9270622286,7.1304124842
Khdc1b,6.0717045919,5.9667527756,6.0805990728,6.0029012586,6.1626250174,6.0014917333,6.3230841034,6.0065194756
Gm2837,6.3229693617,6.2474448213,6.3488248632,6.2477707799,6.1826406001,6.1767557676,6.255370621,6.2862355613
Mrgpra9,5.9036041019,5.9492265596,5.74008707,6.0275198284,5.8413748898,5.8317686649,5.7998228435,5.8368562898
Eif4g3,12.6609587102,12.0310065963,12.5140886503,12.7296691864,12.5673436284,12.4331552708,12.8091714985,12.7391645969
Etnppl,6.0416641458,5.9913223433,6.2572915929,6.1741366428,6.2141676796,6.1270459214,6.0734473644,6.0131599085
Gm32511,6.0808438285,6.0503384174,6.0072826917,6.120101158,5.9498307716,6.0507694788,6.1692947065,6.1129130101
NAP112914-1,11.8343759026,10.8578287994,11.7958361019,12.4272248813,12.1759941867,11.3946718592,11.5493730597,11.6304728737
Rbl2,8.8170804959,8.9533032284,8.8087173546,8.9438968771,8.6180532687,8.7671651561,8.5914117559,9.5569871691
NAP062665-1,6.6886493557,6.7287303664,6.9602857545,6.5758319406,6.4459295021,6.4802402674,6.8577067267,6.8268579152
AY512907,6.1685361153,6.4738438235,6.5128529043,6.1165421054,6.9232278718,7.2906354131,6.1295752524,6.2468338829
Itpkc,10.0037732028,10.1033423832,9.779460804,10.6734577088,10.0160336245,9.8476881453,9.7366151708,9.081492093
4921507P07Rik,6.0228412726,6.3789219707,6.3303102605,6.2672821421,6.2773381477,6.2595961949,6.3341642995,6.24718352
Dpep3,6.3059914628,6.2523371616,6.2007488672,6.309099621,6.4287687067,6.3968594992,6.5450078415,6.5479521081
AK213775,7.2609594834,7.0930337604,7.5502058429,7.3309504938,7.1434685799,7.4533253138,7.3179656951,7.5657747679
1700029B22Rik,5.9220766359,6.0199389141,6.1366624321,5.988017485,6.1105832211,6.0997833038,6.0182145916,6.0203672875
Gm41781,6.8513635146,6.8921537921,6.8223227834,6.9348402886,7.492521374,7.0225675687,6.7981086725,7.0249031112
Ndufaf7,10.3359020706,10.2580234704,10.5453334366,10.0508208706,10.0596182209,10.540011169,10.3876248937,10.0986324446
Osgin1,7.3160336727,7.1895795561,7.3111984329,7.2610325964,7.1283668722,7.2691308462,7.1088548797,8.1786708766
Aim1l,10.3036209015,10.1993491304,11.0937834166,10.4009994352,11.476062271,11.7496011645,9.9900760876,9.458180774
Dysf,6.7829025086,6.748346445,6.7189911253,6.6841671987,6.8520903434,6.8821369895,6.681879016,6.8648715264
Col5a2,6.2220251237,6.3017994216,6.4016950259,6.2408854199,6.2294305413,6.2867833468,6.2982184015,6.3382487818
Cwc22,11.0526613398,10.8489306385,10.7803110222,10.6731812172,10.2681247242,10.7320655317,11.0480627442,10.9356754539
Glipr1l2,5.9654218288,6.115933927,6.0387863396,6.126782683,6.1064718299,6.0714566057,6.2171390918,6.1220610681
