GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
Tpt1,16.3677256518,16.427617003,15.9257851053,16.435827454,16.4945330842,15.9076782983,16.214300424,16.2058915042
Uggt1,13.890268959,13.6845073172,14.2850008982,13.9995169607,13.7610613731,14.2263327023,13.967708053,14.352968447
Sh2b1,13.3012774017,13.1275148737,12.4534244807,12.7965385303,12.4177062343,12.3745853108,12.7812749791,13.2393958191
4930433J02Rik,6.1892634531,6.3740849355,6.3858647275,6.3372154818,6.1930234732,6.4355563656,6.4139892519,6.2801249497
Olfr624,6.0996553407,6.2344111821,6.2205611145,6.1487520423,6.1725780401,6.2107001934,6.2644852175,6.1933372142
AK085064,6.5317382044,6.4449079173,6.9267074575,6.7205432724,6.7291768458,6.7663444691,6.7505415371,7.1127606125
1700120E14Rik,6.1801930316,6.1753609721,6.299062843,6.1771054337,6.2483867207,6.2446578987,6.1921429421,6.2218611411
Olfr1441,6.7662930645,6.8124980604,6.7078739349,6.754377898,6.6153000999,6.677428189,6.7854844655,6.828007123
Trav14d-3-dv8,6.3912396147,6.3549703137,6.4633256161,6.5411467877,6.2452654067,6.3785202991,6.4756925296,6.711468781
Emid1,6.3953921034,6.2188455887,6.3703378405,6.3718760347,6.4952132732,6.4181852607,6.532042444,6.3112467146
AK163904,5.945434759,6.140412171,9.0580580165,6.1882182552,6.0694520774,6.01840522,6.0149823634,6.104958695
AK046379,6.3319618851,6.4268110278,6.4352878747,6.4324692327,6.2551033254,6.2916497299,6.3640494962,6.2751680189
4932438A13Rik,10.7498397207,11.2889775257,10.0248447984,10.2029457108,10.2485398538,9.8760920898,10.0888875536,10.0585085724
Olfr1143,6.8535716967,7.0276639811,6.9040216266,6.7498514811,6.7951729825,6.7162660363,6.7060803713,6.8337457951
Gm31938,6.1410249275,6.1473306099,6.058290651,6.0780129835,5.9821579514,6.0819064464,6.1023346134,6.2106663357
NAP062373-1,15.9576375787,15.9697501184,15.4233632332,15.9304922689,15.7732800423,15.3359914599,15.4884074644,15.5967937797
Gm1070,8.7539739188,8.8054860512,8.3229267687,8.6050722819,8.4894393651,8.1826317758,8.908304743,9.0425425499
TC1610128,6.0879133335,6.0266268483,6.0545304918,6.175421186,6.0877791226,6.0119286037,5.915401965,6.2088628737
AK138829,6.4355563656,6.4689321931,6.3623808574,6.4131493323,6.5457872777,6.5570139032,6.2699832561,6.6740242959
Gm9899,6.2233443666,6.2184790091,6.3260450013,6.1701784239,6.9928294378,6.1108433511,6.2197958883,6.200618417
Gm12300,6.1151008926,6.1618610133,6.0089336829,6.0334020298,6.1405931208,6.0439169103,6.0083207397,6.0263735693
Epc2,11.576528084,11.6543074729,10.8276941827,11.6683233214,11.5089583326,10.9355117145,11.0731144598,10.6422629937
Napsa,7.7108938766,7.934740968,8.1279400069,8.0388250747,8.6025301724,8.589533095,7.7796823184,8.2594365238
Tmem246,6.4033879597,6.5417569285,6.5803193345,6.4117649793,6.7366156424,6.4727787781,6.5764438532,6.7012215622
LOC105244175,6.581547884,6.6453153635,6.6543778207,6.5537531435,6.331987084,6.5962904593,6.5140764207,6.6421804036
Gm10252,6.2947022804,6.5798299537,6.4903877991,6.4485606023,6.4098367352,6.4919324248,6.4583026702,6.5348298137
Tas2r119,6.1703707561,6.3133725996,6.0354114146,6.2065360092,6.0549619189,6.1910293117,6.0166622063,6.1503653429
Gm19576,10.2464653291,10.5402892621,10.4319604458,10.1803906894,9.8797112663,9.7935453553,10.495107776,11.1611320436
Bpi,6.1852885608,6.2479253983,6.2296650102,6.155327577,6.5416566889,6.2673123692,6.215977043,6.0636194263
AK038083,6.3245184242,6.5164431313,6.5664342935,6.240347627,6.3589961776,6.5098355235,6.2736547207,6.1530499446
Pacrgl,7.7909299246,8.1601912454,8.201739823,7.8004253066,7.9488358759,7.9267003049,8.0282365768,8.100894549
Otop3,6.1383201247,6.3047670799,6.1832022083,6.2595226101,6.1530922362,6.0881773133,6.1544565897,6.1802017466
Siglece,11.8262201845,11.5387935111,11.7191306151,11.597651178,11.5517448925,11.383526926,12.0364320075,12.2480008538
Smc4,12.5217533325,12.1775208415,12.3970094802,12.511211683,12.3059724456,12.4483731107,12.8192664081,12.9139043884
Slu7,8.9951192315,9.6256743315,9.6391775828,9.969365589,10.2190533126,9.7456904785,9.4594187696,9.4147581703
Gm1698,6.8595475831,6.668124721,7.2618088503,6.8258750914,6.6795923281,7.084942018,7.0674320037,7.6912028807
Cdc42bpb,7.1570499986,7.1409463564,6.9292402528,7.147577626,6.9359700263,6.909382206,7.0215217776,6.8312487506
Olfr127,5.9446042907,5.8674900372,5.9521564105,6.0025200136,6.0191019229,6.0722842712,6.0401637518,6.1630978458
Ing2,8.3623533557,7.6922446135,7.8270262382,7.5410170202,7.4097115276,7.6471450822,8.3795937571,8.0361636645
Gm40932,6.2553927643,6.3881661226,6.137049135,6.1825982757,6.3078370779,6.236163561,6.303265763,6.3357145853
Hnrnpul2,10.1068406971,9.7427872868,10.3746372285,10.1090268397,10.2000700569,10.236545429,10.2917170183,9.7752464847
Exph5,6.0855562126,6.0531250351,6.1255822946,6.1171003214,6.0318386958,6.2722767961,6.1081525338,6.0828857982
AK052606,6.1145942904,6.1178820703,6.2717472721,6.2292785483,6.305958512,6.45021719,6.2149551574,6.1788741236
Rps4l,8.4012811362,8.7314856363,9.9815760792,9.1540204235,9.5216622472,10.898686245,9.0412306194,8.534839393
BC026585,7.4942764247,7.4567967826,7.5031657119,7.6544533898,7.4284391172,7.6714585174,7.4413867798,7.3775471348
Degs1,13.1799646077,13.7211620635,13.2533651689,13.733855647,14.1106008515,13.4983259149,13.1265000638,13.6539576
C430003N24Rik,8.0017312024,8.9143050178,8.527169131,8.1828644976,8.4432356073,8.2476088573,8.1917576737,8.5688803998
Rreb1,10.4803366943,10.8958141357,10.1926261765,9.9762943245,9.8937864527,9.8715017654,9.95253467,9.5317106186
Gm15631,6.526331473,6.588209222,6.3803212893,6.3432899839,6.412282853,6.3607875664,6.56438086,6.5226849481
9830163H01Rik,9.4727920913,9.5133451777,9.2818848858,8.5189122851,8.9990458173,9.1917573403,8.9726996937,8.5801898505
Otud5,11.4550410132,12.0646367509,11.4930473422,12.0765166167,12.227629067,11.5839864952,11.4938879685,11.653270709
Cep95,11.3101734695,11.5672123942,11.0784446708,11.3689591156,11.2693279433,11.1010731077,11.1865771049,11.3719499164
Piwil1,6.299361839,6.2921596348,6.2028657708,6.2495214911,6.2827656871,6.2120466244,6.2709502389,6.2811776605
Areg,6.8130644669,7.1790047495,7.9838629194,7.991632473,7.176563578,7.4858468699,6.5258883229,6.1722508994
2310007O11Rik,6.1299085275,6.2049468951,6.2264463345,6.1078295201,6.0901597981,6.1273621641,6.1650494993,6.0239989629
Pla2g5,6.2076283606,6.3521313299,6.6527458165,6.2586523718,6.1281958775,6.5019674298,6.2240385397,6.2529849075
A130078K24Rik,9.7431128116,9.6394065592,8.8844092559,9.4921952118,9.1388492644,8.47610639,9.3645462507,10.35957927
H2-T3,6.136244275,6.2317608437,6.1817409199,6.1686746421,6.1297239245,6.1586485821,6.0876073825,6.1109091326
Doc2b,6.2079349589,6.3077207183,6.3611701152,6.2878176572,6.1785458849,6.0669151059,6.3283595262,6.305173475
Snx25,12.5103891906,12.3655162411,12.862291797,11.9990110217,12.3181458649,12.6195230618,12.2852202072,12.2683889373
Tff2,6.0224582507,6.0513141098,6.197826473,6.0846785023,6.0851369528,6.167079236,6.1269291781,6.1883478524
Atp1b4,5.9744769525,5.9985760442,5.9978651456,6.0410151313,6.0200324711,6.0260560362,6.0597309959,5.9228906847
Hlf,6.414212908,6.5179618749,6.3927762828,6.8077762749,7.1005414051,6.5110857595,6.4212957582,6.5374834345
BC057602,11.5354694289,11.2499238329,11.021546637,11.4131848871,11.2121576453,10.9681489522,10.5952948601,10.5574074596
Olfr59,6.2315364854,6.2017645626,6.2227081579,6.1445783997,6.3775477505,6.3538525837,6.2472605202,6.3358659147
Sqle,13.2478544969,12.8451252277,13.6672624311,13.5221260573,14.1558633083,13.5622523213,13.8171530773,13.4651177769
AK054225,7.262365588,7.2202630298,7.2556351905,7.2890447556,7.1887473723,7.1649364092,7.3161757023,7.0752766674
4930542C16Rik,6.1282691344,6.1877227192,6.1859789482,6.1451057284,6.1517515066,6.0439169103,6.1718565841,6.1401180668
Mgl2,15.2447049765,15.493227352,16.0709420514,15.0356232242,15.5269474249,15.928449013,15.378661794,15.0542776819
D6Ertd160e,6.0941232666,6.2306088677,6.3706268403,6.1487520423,6.4605254044,6.1487106413,6.0258444818,6.0586112923
Gm10050,5.9859848404,6.0561146018,6.1086031373,6.0369076569,6.0186519209,5.9538293687,5.9468319277,6.1838824959
Gm29398,6.4241470502,6.3870569466,6.4739218313,6.2667158161,6.3386321209,6.3273956686,6.3927762828,6.2669486549
Snapc4,12.908321488,13.1771734045,13.0643299343,12.8260360571,12.5891542726,12.855746508,12.8241731059,12.5263315072
Ap4b1,11.4445566632,11.7415763579,11.633051579,11.880274058,11.7884978752,11.778234589,11.6498132608,11.7112013891
Gm9725,6.259192068,6.1811893283,6.2722389526,6.0693767052,6.0861415532,5.9477725556,6.0403121462,6.1184272506
Gm2240,6.5391315435,6.5599042589,6.3347066035,6.4982749903,6.7520503361,6.6878159985,6.5911161142,6.8891168145
Pigb,6.2230689079,6.281281201,6.5982799269,6.245628932,6.2946534842,6.3052995503,6.1741055783,6.4140741244
2310007J06Rik,6.0360085816,6.0887442404,6.0622435921,6.0194260221,6.1715140288,6.1111833314,6.2090470099,5.9617486914
Plcd4,16.2996393177,16.343738037,16.2247914267,16.0391823785,16.005300932,16.0801569322,16.1485704079,16.2446938009
Gm17026,6.0336002719,6.1062805616,6.1783800509,6.6951940829,6.167467083,6.2280475641,6.1925818962,6.3402234399
4930555K19Rik,8.7080827282,8.9477006263,9.4271756883,8.4627169938,8.579597761,9.0296612921,8.8253359546,8.5337524173
Efcab5,6.3132154959,6.4789316721,6.4671309768,6.3514120306,6.7784609139,6.4080009048,6.2895891106,6.3868415298
Vps4a,9.4624344914,9.2828068991,9.1384151136,9.0921040405,9.2030309067,9.1151258043,9.4717697586,9.5573423752
LOC101055915,17.4534642254,17.1230923711,17.5465953031,17.5465953031,17.5344768587,17.5377542035,17.6460748889,17.3752250197
Sprr2j-ps,8.1983283919,7.6612835076,8.1264819521,8.1455697174,7.9710528581,8.1218393475,8.2510851269,8.2121178714
Clhc1,6.4045259575,6.2597723172,6.3904242599,6.309375376,6.3463146919,6.3910670932,6.2014422597,6.3121628992
Wdr72,6.0157088971,6.1197532942,6.2250804212,6.0592050583,6.0969312484,5.9885432386,6.2082846294,6.0918267347
Cyp3a11,6.4573436431,6.3959630497,6.6296625775,6.4751319544,6.5017837413,6.4894080868,6.5052846655,6.5329417897
Mrps14,12.3477555772,11.7594483877,12.6402617317,12.3573308013,12.3076218623,12.6284632795,12.7822565035,12.800712059
Gm10436,6.1328487677,6.0921464447,6.0273021362,6.1988410072,6.200238757,6.2792374032,6.0916426842,6.1248234617
2810449D17Rik,7.5651470499,7.8570185183,7.5882166147,7.8601832357,7.8254950674,7.4964029138,7.5210996103,7.6389845005
Gm31872,6.6109352319,6.7511229939,6.4710627405,6.5362825518,7.2506513419,6.4618463722,6.6156641761,6.5730919566
5033403F01Rik,6.6814164002,7.1000085278,6.8262338108,7.2435889038,7.3588043456,6.8753042991,6.8864827194,6.6941918161
Rpl39l,7.4744823471,7.8542049275,8.408719465,7.7594563015,8.0776676678,8.5817492506,8.4835914151,8.9344768026
Gm30692,6.3659234844,6.473819818,6.2417784812,6.3007799179,6.2983869454,6.2768290331,6.3620849637,6.555790373
Gm2977,6.4215246302,6.1923988817,6.3534840097,6.2210624588,6.3427481809,6.4263161726,6.2370393823,6.2030035781
Krtap24-1,6.5101687797,6.307637467,6.3190042347,6.3655150637,6.289102838,6.1720499743,6.4548544954,6.3846003678
Mthfs,12.4062188051,12.5491104733,12.5742340211,13.129512989,13.0939713541,12.7025132994,12.2317653688,12.1193471766
Tuba1a,14.1628081535,14.2263327023,14.8661611934,14.6091914891,14.9998162018,14.9159569853,14.7169364701,15.0330362763
Olfr1219,6.4437923729,6.5270985613,6.3339447841,6.1069503948,6.2706520074,6.3003299253,6.1724620669,6.3451523721
Apool,11.4156817868,11.0894427746,10.6913800727,10.960637056,11.1333080134,10.7892330568,11.1226075482,10.8395618404
4921509A06Rik,6.2718577315,6.1868836688,6.2221458043,6.1886305279,6.1852693784,6.226246912,6.0368676699,6.2951779008
Gm39233,6.1525787704,6.1590921859,6.1630147417,6.2316954481,6.2343198197,6.0426830317,6.0769152865,6.1921370758
4930502C15Rik,6.2682515712,6.4362658708,6.144135301,6.1013530624,6.0293635067,6.4798087794,6.1571124137,6.418247869
Tmem239,15.0062706537,14.8192221897,14.7898735101,14.9341696086,14.9320085922,14.8806586059,15.0932966287,15.0698131697
Ddx11,8.8648732161,8.8486381028,9.7806197255,9.3422137039,9.5781960753,10.0865326503,9.1541612358,8.6227461662
Gm34589,9.2899710045,9.8476881453,9.4162891929,9.527020626,9.6854575154,9.0441023676,9.4734744999,9.5319146088
BC048403,10.1619226789,11.0028627031,10.5028835492,10.5747873297,10.6295573009,10.4432494261,10.1609494371,10.4290483739
Sox30,6.0236951418,6.0299760931,6.0897015792,6.0569135883,6.2977187607,6.0956186349,6.1294084471,6.0422648557
Mef2d,12.2086462451,12.2946353353,11.1170598443,11.6700753601,11.5696037302,10.9991999372,11.5933464302,11.8482934657
Galnt3,9.6233225882,10.6462721372,9.8832155889,10.7440238325,10.6945027794,10.0836836037,8.8687290341,9.0487807795
AK053286,6.1727415038,6.1993660187,6.1162066232,5.9540989883,6.2380002735,6.114503517,6.2475854901,6.2092991833
1700120C14Rik,5.9989451652,6.0587254532,6.069906482,6.1635076804,6.1401869639,6.0429909375,6.0982108663,6.0721303016
Fam189a1,6.2033863919,6.0911416562,6.3137104047,6.1437464806,6.1965539106,6.166772517,6.1720499743,6.1400245596
Afm,6.0826110706,6.2383095627,6.2147930791,6.1190955817,6.0121940947,6.3973224434,6.1122977766,6.1139418098
Scgb2b2,6.3825035291,6.388017397,6.5390316772,6.4572872833,6.3899657181,6.5086710712,6.4624496059,6.5878417626
Appbp2os,6.7814447447,7.2393303338,7.8181970545,7.7556191308,7.8310927175,7.8454693165,7.685212493,7.2895713377
6330571C24Rik,6.4246487821,6.3945210206,6.2920087014,6.3977577118,6.2975371063,6.3885972969,6.3402727136,6.3427834551
Cd40lg,6.9788543267,7.0020062023,7.2940091585,7.7924744901,7.3620798727,7.4506160839,6.8730560228,6.8962162154
Tradd,12.7468734241,12.8663085372,12.6571283109,12.8566590729,12.932422658,12.5600596784,12.7161343628,12.8934232574
Matn3,6.1376001804,6.148483769,6.303969192,6.2428930617,6.0698639528,6.1897075841,6.1478761067,6.2136122927
Gabrg3,6.1746984015,6.210741131,6.0115919837,6.1633193178,6.0994807082,6.262636909,6.0896844405,6.0696966258
Ldha,14.1172629758,14.0300910993,13.8374034955,13.5329833349,13.5526361132,13.5929194305,14.2555482767,13.6079097005
AK047213,6.3210776064,6.2677396472,6.3288245119,6.531195197,6.463128508,6.2861225463,6.2095548595,6.2810086358
Chrna5,6.8525434586,7.6350910315,6.307030685,6.4205749926,6.369391543,6.3697995544,6.4466168693,6.2475810582
Nucb1,12.9708347054,12.9175147224,13.1667458033,13.1180374576,13.2239548142,13.1417812865,12.6928909985,13.2791050174
Gm20558,6.469003953,6.4742780107,6.4216201677,6.4767727734,6.4947296789,6.4791998273,6.6940938495,6.3165643323
Gm5606,6.3230770356,6.2658319184,6.4164282851,6.1399407344,6.1809168891,6.6349981557,6.3629616186,6.50030018
4833412C05Rik,6.3613081061,6.2598667199,6.0025337215,6.7582762128,6.4210970488,6.0874146639,6.6223124011,6.17492009
LOC102639568,6.0497918008,6.0782065816,6.086475648,5.9218210641,5.9160699233,6.1135949091,6.0137899786,6.0062158758
Dna2,7.3706842772,7.3586501489,8.5405679621,7.0932015508,7.317060034,8.4627169938,8.2529291928,8.5282189316
Lhfpl1,10.969711567,10.6016027044,9.4375495096,9.8873270838,9.4084345373,9.0921040405,9.9567539672,9.6543650835
B230119M05Rik,6.1640682783,6.0410648533,6.2522315137,6.1836952158,5.9060008545,6.2117295708,6.1888345726,6.3210686232
Rpl34,17.1571215142,17.5120182837,17.1813889846,17.2716758176,17.4534642254,17.1511047938,17.0664008328,17.0789960611
AK034311,6.1163889682,6.060634179,6.2180547883,6.2131300177,6.4774420356,6.141102091,6.0454081152,6.1818263913
A_55_P2546632,6.261945452,6.2185587809,6.171129041,6.2080499426,6.1306791458,6.2846140222,6.2985688959,6.3610590042
Olfr728,6.1319927219,6.1375491211,6.0952289381,6.0475168985,6.0496828546,6.1156769848,6.2474448213,6.2673586759
AK078746,6.2585939531,6.5037775096,6.1926281079,6.7706630481,6.5220560834,6.4331807819,6.4433490639,6.3022763635
Slc30a2,8.0182106523,7.7197446633,7.6427177859,7.4463528181,7.6277479164,7.7981818581,7.9942338669,8.4157236281
Got1,10.7072174706,10.2871830455,10.4857427995,9.8755292817,9.6779474448,10.427534731,10.3480007613,9.6237528867
Pnma5,6.1121900802,6.1347401371,6.3089175667,6.246101119,6.124376911,5.9259502932,5.9069725195,6.2382288104
Gab1,6.1368472245,6.2280475641,6.2606823338,6.1593221262,6.2703977603,6.0413271527,6.0987608191,5.994370714
Ndufs6,15.4884074644,15.2687278415,15.7442197385,15.2929838312,15.323231849,15.6995538285,15.8812808867,15.7704342633
Olfr43,6.1559399978,6.0636226659,6.0220342179,6.349540995,6.3081507742,6.1815827472,6.300539523,6.1661309989
Vmn2r120,6.1583098911,6.1185442874,6.173914431,5.9814657367,6.1472876788,5.999821754,6.0697737587,6.0480883272
4930589L23Rik,6.5493188803,6.4866936567,6.4112299055,6.3635708027,6.3577119041,6.2933122762,6.2700484825,7.4428105219
AK140304,5.9752502565,5.9696303293,6.0206367702,6.0394415525,5.885869811,5.9734692533,5.9822967914,6.0615407559
Ankrd49,9.0163847992,9.1228713263,9.0219233296,8.9245744911,8.800493827,9.1694032635,8.989005997,9.0760510044
Fgfrl1,8.5014539156,8.2966160211,8.1974899513,8.713654283,8.9292755766,8.3111364564,8.5831640272,7.865875632
Gm10703,6.2422611043,6.188583362,6.2212132264,6.249247627,6.2374308645,6.2326974314,6.1925818962,6.1605356345
Gm32178,6.4924199781,6.5105478406,6.5518195929,6.457639247,6.5767812168,6.4828000609,6.3186096586,6.5063197226
Celf5,6.2939985128,6.3261915315,6.3493331207,6.4620975057,6.3315027767,6.3655551431,6.4750280397,6.834453466
Vmn2r26,6.177024574,6.220251366,6.2574956684,6.251572274,6.3048872958,6.2395897554,6.3527932577,6.1411545563
A730062M13Rik,6.3198726413,6.3039899293,6.1325725246,6.4055593027,6.2669486549,6.2144339162,6.1930930285,6.6281859887
1110002L01Rik,6.5888874055,6.6889595597,6.7015725837,6.701757463,6.6377046495,6.7356478551,6.6801588701,6.447733677
R3hcc1,10.8744839798,10.9116933804,10.99070576,10.681505761,10.6353044694,10.9996214984,10.77727336,10.690001429
Sh2d1a,12.1902156312,11.885719328,11.7128551048,10.8919277472,10.299533913,11.3015966747,11.4433323553,12.1176402039
Ambn,6.3585071295,6.457133984,6.4175605434,6.0722282735,6.1451535161,6.069392217,6.2851180581,6.3346125123
NAP121332-001,15.2114631333,15.2929838312,14.6241034243,15.2633742546,14.7401776532,14.3975894522,14.7342440054,14.6745607609
NAP112865-1,15.8484318013,15.6743027392,15.7428491753,15.6589753361,15.8987420483,16.0031627642,15.9802653996,16.0891250825
Glud1,11.5218802816,11.2377413456,11.2356936912,11.5895029645,11.6758237417,11.591896867,11.1329452687,11.1338289014
Fzd9,7.4115347026,7.8607135999,7.2594395337,7.2214307733,7.6537216128,7.5278849021,7.6057466187,6.6382063596
Dcxr,10.2494500526,10.3634122687,11.1487366475,11.7181298471,11.1894602249,11.0422487317,11.0709960342,11.2958744821
Ces2c,6.3150513999,6.2630111275,6.2123626595,6.2571850961,6.4413342439,6.2795369614,6.3381906954,6.3193260258
Mapkap1,9.0316217044,8.7526368101,9.8161740875,9.699600573,9.6834241823,9.8325818002,9.7098799759,10.1416865582
4932411E22Rik,6.0099910548,6.1128899209,5.9391680968,6.214127312,6.07752881,6.0688772458,6.1292135364,6.2251653152
Eapp,11.9762762872,12.2021180985,11.5574362341,11.7615367921,11.649213986,11.4557051344,11.6592966653,11.6342818147
Plvap,6.972789566,6.9968921495,6.8266878457,6.8559488506,6.985815606,6.8724862247,6.8995262025,7.0137563973
Vmn1r40,6.6801588701,6.2436118544,6.6242141021,6.1429128905,6.2612680298,6.1766642939,6.2250569967,6.4496233858
2300005B03Rik,9.6665821065,9.5414203482,9.4646470058,9.2275608023,9.2857067256,9.302388813,9.5623016301,10.1957412412
Keg1,6.6058571404,6.6828004941,6.4978990663,6.4780811149,6.293720331,6.469054523,6.5709906402,6.840935985
Olfr1508,6.2568601593,6.2254352838,6.2439717138,6.3574569305,6.4336790827,6.42634964,6.2666149811,6.3516404153
Gm34753,6.0332903482,5.995093405,6.1167679786,6.1308068398,6.0970661572,5.9790506185,6.1390832613,6.0991652922
4632428C04Rik,6.0219984963,6.1206566957,6.0463919902,6.1802410432,6.0601988051,5.9800848641,6.1409926852,6.154081156
4930596D02Rik,6.1755589257,6.0947815315,6.1839075695,6.0290354359,6.2327841887,6.0337344699,6.2146788754,6.2524533944
AK078585,6.7468411099,6.3390668228,6.3230271169,6.3649037464,6.4445860927,6.5018986647,6.3145144476,6.1945000009
Gm5092,7.1238724229,7.0407506832,7.1000729047,7.1071384415,6.9202779471,7.0808905641,6.9083543471,7.1280724913
Stc1,6.4137275443,5.921001604,5.8181800054,5.9538832956,5.9074780441,5.8860867039,5.8988156926,5.9539698442
Tspan8,6.3892975705,6.5018615883,6.5014190263,6.6182774386,6.6992177777,6.9763067113,6.5664054741,6.4921020662
Ctps2,12.8130006999,12.4871709671,11.4270934302,12.5847122933,12.0067425138,11.3099295819,11.8211644512,12.7729479658
Olfr52,6.3900575751,6.3401766067,6.3256822535,6.2168274501,6.2710352072,6.3018261684,6.3094744906,6.3897069261
Crygc,6.5667740934,6.3546582537,6.4914557885,6.3311101362,6.336019355,6.5105943436,6.5117994129,6.2889368586
NAP114740-1,16.2512715449,16.2501909026,15.9660855353,16.1839004212,15.8732860757,15.8169173694,16.0140194007,16.0287331527
Obp1a,8.0931373324,7.716396263,8.2196054154,7.9583635753,7.8763696323,7.9005475352,8.165282542,8.0763194497
Kcne2,6.0939004981,6.343723649,6.0435916988,6.1232794503,6.3062824927,6.3799713535,6.1282895056,6.2948140283
Gm38691,6.3619714938,6.2230689079,6.231160263,6.3137876149,6.291826742,6.1433090638,6.2526724212,6.1727594861
Med4,12.1213928885,12.325323193,12.2160094693,12.169085641,12.0053340386,12.1999173432,12.1426570142,12.1209116561
Olfr569,6.3603781668,6.2892382103,6.2061086239,6.1849400902,6.3921722427,6.1938830331,6.3809774925,6.2458196446
Tpsg1,6.7035426818,6.4262075328,6.3398101947,6.7975992504,6.9202074549,6.3947483217,6.4613657741,6.3200300252
Gm34403,7.4439841834,7.9312062943,7.2258924001,7.8790129492,7.6814677456,7.1676431176,7.1574533815,7.7946576139
Ptch1,6.6802726554,6.7906228708,6.6539072908,6.6089220866,6.6979321393,6.7653230607,7.0410139157,6.814196677
Ipo4,13.8508035994,14.0370543506,14.4084851344,13.7580160251,13.6757185736,14.2189349443,13.8018115158,13.4964256179
Hspa1b,13.9995169607,13.8714742525,10.637893209,10.7231474344,11.3543760305,10.4935374576,8.9666150059,12.7757393753
Tmx3,10.1090268397,10.0578859966,9.5127536044,9.448368548,10.1742070697,9.9218715913,8.9968193641,8.9960211282
Pter,7.3081754848,7.8284462317,8.3734282826,6.9704221076,7.7855768508,8.175764422,7.0310562872,7.0788892474
NAP027978-1,7.0363205332,7.6166807695,8.4432356073,6.5535917502,7.1829647299,8.4966560418,6.9340681345,7.2091470404
Pik3cd,10.8856853123,11.122080889,10.2635871686,10.2898115305,10.101708422,10.1939395361,10.4045299501,11.0867131657
Nr2f1,6.4152538061,6.3658047279,6.3434378368,6.2054469639,6.516228252,6.4356429666,6.6517221184,6.9183873825
Elovl1,11.6252107195,11.701423501,12.2933201396,12.0614523354,12.4891210776,12.3805325117,12.1039583639,11.6713678251
Olfr790,6.1141290904,6.0349523373,6.1346960176,6.2078479245,6.182413554,6.0799995028,6.1481908009,6.1612806058
Pih1h3b,6.4194677758,6.3400872411,6.5043196314,6.4018228188,6.4790350089,6.4807491035,6.4386132165,6.523307567
2410127L17Rik,11.3854824598,10.899340536,11.524374259,11.3878512694,11.3208626644,11.6982084949,11.5504570022,11.3111633332
Olfr91,6.3793386739,6.2395718227,6.6041194959,6.3626337904,6.3589961776,6.3769858155,6.330976821,6.1718982029
Cox5a,15.9818658117,15.9076782983,16.8200645636,15.5373268895,15.8494742816,16.7907512993,16.4492092457,16.6203833283
Prl3d1,6.1438400319,5.8901643018,6.1129942619,6.1654534714,6.0045653421,6.2052462084,6.071332233,6.0812729066
Gm11278,6.1938907212,6.0610610027,6.1128988249,6.1525442277,6.0483656646,6.2107987512,6.1442790309,6.2379975169
4930447A16Rik,6.0143746619,6.0491948991,6.0271349209,6.0882829264,6.1002337388,6.1861309052,5.923359513,6.1043741338
Slc40a1,6.163093802,5.9767963777,6.2081311742,5.9561240519,6.049060834,6.1891880969,6.240984648,6.0879587674
Umps,13.4520770508,13.439453575,14.4064528946,13.5817912134,13.3318913601,14.3360191651,14.1178309538,13.8325354053
Mybl1,8.4564870252,8.525934766,9.3287762657,9.9094014876,9.7045284078,9.4684404406,9.2964195319,9.5339226989
A_55_P2522975,6.2029493081,6.0074013885,6.1755447563,6.146480711,6.1346750559,6.2059602149,6.1887189518,6.0727925677
BY719879,6.0784897968,6.1357743762,6.0664509628,6.1932155708,6.0921296932,6.2239678238,6.1684666709,6.2031198973
Ampd1,6.3006086498,6.4207668748,6.5584343097,6.2112368204,6.3147033896,6.3395596958,6.191310303,6.1649413003
Hormad2,6.5406273101,6.8985811957,6.4810685604,6.378324781,6.2313408573,6.3714921381,6.4740211588,6.7191045172
Dnajb11,12.3185630633,12.5405364375,13.2698266778,13.7801001465,13.5187035059,13.1208798796,12.7529910812,12.8715450142
A930026B05Rik,6.9962145276,7.440929536,7.589774005,7.264433722,7.3467014461,7.6297611983,6.9611333533,7.4282960917
5930435M05Rik,6.500523596,6.3450251283,6.2571171497,6.1448905966,6.2905036712,6.3613657043,6.2500108917,6.4246743306
Bhlhe40,14.6153581453,14.2451849866,13.1781968298,14.5348870829,14.228866736,13.6058522924,13.9331854921,12.1949193466
Pth,8.604582602,11.2412669719,13.0462385247,6.5233851808,6.895718967,9.6305442183,6.3843654001,6.0956015094
D930050J11,9.6476753798,9.6594652554,9.3103748574,9.4282766734,9.2306093162,9.0141029235,9.7392756889,9.7488317787
Olfr1342,8.2618220256,8.0832807185,7.8235841841,8.2034231922,7.868625299,7.7930713122,7.8244752572,8.0297749544
Ap4m1,9.3645462507,9.4358087405,9.2539147222,9.5886553444,9.5906832825,9.3316498697,9.2181796705,9.3580032187
Gm94,6.1952980085,6.242958256,6.2468156986,6.2313216362,6.2425213487,6.2534673253,6.2742372734,6.164108434
1700065I16Rik,6.2286833225,6.1765210858,6.2196083835,6.1927319745,6.1848730232,6.4488852342,6.2579678447,6.2332652362
Mageh1,6.481881234,6.6535424297,6.9898457574,6.7923348353,6.889575921,7.1745715557,6.8075369828,6.6446029916
Gsdmc2,6.6853989818,6.5869613358,6.9336326804,6.6447787466,6.6435957415,6.7317344236,6.530631342,6.4947498395
